type,mode,amount,currentBalance,transactionTimestamp,valueDate,txnId,narration,reference
DEBIT,UPI,55,1064.31,2024-05-21T09:47:32+05:30,21-05-2024,9f4bc29e-a3f6-4fc1-84c2-8f46afba045c,UPI/4508,
DEBIT,UPI,130,934.31,2024-05-21T14:29:35+05:30,21-05-2024,64ccdc6c-1f54-40ad-830c-238eb2b287b3,UPI/GPAY,
DEBIT,UPI,400,534.31,2024-05-21T19:23:37+05:30,21-05-2024,be7a3c9f-d51d-47d3-bb11-ba07b4b26b9c,UPI/41420,
DEBIT,UPI,130,404.31,2024-05-21T21:23:33+05:30,21-05-2024,a4e3a401-60d7-4b5d-8fb0-7c219062717b,UPI/GPAY,
CREDIT,OTHERS,2050,2454.31,2024-05-22T04:42:07+05:30,22-05-2024,f339783e-6bb5-4882-b1dc-dea34a4ada59,NEFT,8646845
DEBIT,UPI,19,2435.31,2024-05-22T14:10:51+05:30,22-05-2024,a6f63dce-5cb7-4695-a0b1-68b2000bf9dc,UPI/45095/JIOINAPPDIRECT,
DEBIT,UPI,240,2195.31,2024-05-22T14:48:58+05:30,22-05-2024,54cd475c-363a-4bd1-8c70-a80687d06754,UPI/GPAY,
DEBIT,UPI,20,2175.31,2024-05-22T14:49:42+05:30,22-05-2024,9670c45a-c512-440d-b884-02c0535ee8bf,UPI/GPAY,
DEBIT,UPI,10,2165.31,2024-05-22T18:04:30+05:30,22-05-2024,d83f984f-6105-4d15-bbb2-c85d206b5e20,UPI/4509,
CREDIT,UPI,3920,6085.31,2024-05-22T20:21:48+05:30,22-05-2024,cf8cd6ae-83c6-4786-82e9-8ac13aa35a5f,UPI/45096,
DEBIT,UPI,3920,2165.31,2024-05-22T20:25:35+05:30,22-05-2024,18dd5138-6e8f-4659-8826-9f53b6fe19ee,UPI/45090,
DEBIT,UPI,130,2035.31,2024-05-22T21:02:23+05:30,22-05-2024,5f691ada-c06c-420e-b75a-f03190a0b58b,UPI/GPAY,
CREDIT,OTHERS,650,2685.31,2024-05-23T05:26:11+05:30,23-05-2024,c6594f09-c02f-4cee-9ef9-5f7b1a4e012b,NEFT,8646845
DEBIT,UPI,260,2425.31,2024-05-23T11:18:03+05:30,23-05-2024,2e634379-f3e6-415f-b0bc-b118bcef5a99,UPI/GPAY,
DEBIT,UPI,260,2165.31,2024-05-23T12:09:28+05:30,23-05-2024,afee02c8-95f7-407a-ac0b-1102446d5fcd,UPI/GPAY,
DEBIT,UPI,15,2150.31,2024-05-23T15:23:42+05:30,23-05-2024,2226ae5f-116e-4b55-91d4-c7e76f4f80e4,UPI/PAYTM5p,
DEBIT,UPI,260,1890.31,2024-05-23T16:59:54+05:30,23-05-2024,1c781ae2-c0d5-4884-b2f7-26609545cedf,UPI/GPAY,
DEBIT,UPI,20,1870.31,2024-05-23T18:13:02+05:30,23-05-2024,a287d40c-92bb-4271-bdfa-142faff50a63,UPI/4510,
DEBIT,UPI,260,1610.31,2024-05-23T19:35:36+05:30,23-05-2024,e28a05a7-b00f-430e-ba92-18ba473d99b3,UPI/GPAY,
DEBIT,UPI,260,1350.31,2024-05-23T21:34:36+05:30,23-05-2024,3b30bf89-e93a-469f-bb1c-245eb2baa81a,UPI/41448,
DEBIT,UPI,130,1220.31,2024-05-24T13:44:42+05:30,24-05-2024,ec0ea4f1-7480-4cc8-97b8-fc06082f60fa,UPI/GPAY,
DEBIT,UPI,600,620.31,2024-05-24T19:33:45+05:30,24-05-2024,11aae491-d422-4bc6-88be-e0981a6555a3,UPI/41451,
CREDIT,UPI,600,1220.31,2024-05-24T19:33:51+05:30,24-05-2024,e1da6560-137c-4531-b0d1-4068e7b3ec00,UPI/41454/REVERSAL,
DEBIT,UPI,130,1090.31,2024-05-24T19:42:08+05:30,24-05-2024,3e1974e3-ed9f-409b-a7f1-0f0a261f5b1c,UPI/GPAY,
CREDIT,OTHERS,600,1690.31,2024-05-25T07:47:07+05:30,25-05-2024,1b5435dc-d9ff-406c-9dc9-b5142dfb6b00,NEFT,8646845
DEBIT,UPI,50,1640.31,2024-05-25T09:49:10+05:30,25-05-2024,11f63bd4-d130-46bf-8750-fbc765b13a25,UPI/BHARATPE,
DEBIT,UPI,60,1580.31,2024-05-25T10:36:53+05:30,25-05-2024,0aa75e81-6e8b-4b55-9c96-97368b0d6659,UPI/4512,
DEBIT,UPI,10,1570.31,2024-05-25T10:54:46+05:30,25-05-2024,64989ec7-0c73-4710-89f3-d861eacfe326,UPI/4512,
DEBIT,UPI,640,930.31,2024-05-25T14:11:41+05:30,25-05-2024,0efc1af2-5a91-4176-922b-f89a6614085f,UPI/4512,
DEBIT,UPI,130,800.31,2024-05-25T16:59:06+05:30,25-05-2024,55c5d6de-5b14-4d88-89bf-bb336319b910,UPI/GPAY,
DEBIT,UPI,10,790.31,2024-05-25T17:01:24+05:30,25-05-2024,a51900ee-8189-40fb-a168-0ed0d256e304,UPI/4512,
DEBIT,UPI,80,710.31,2024-05-25T18:10:37+05:30,25-05-2024,9eee8e44-9a33-4fff-a926-bd2ce08b29ea,UPI/PAYTMap,
DEBIT,UPI,20,690.31,2024-05-25T21:41:13+05:30,25-05-2024,553dc082-dcec-4fd8-b281-f66a6476d839,UPI/PAYTM5p,
CREDIT,OTHERS,1000,1690.31,2024-05-25T22:54:11+05:30,25-05-2024,2bf8ddcb-237d-4bda-b211-e6a8ac1a1bfd,IMPS,
DEBIT,UPI,20,1670.31,2024-05-26T07:44:13+05:30,26-05-2024,cb803ea0-20b9-4f76-a5e5-b70bebf17e04,UPI/PAYTMtm,
DEBIT,UPI,30,1640.31,2024-05-26T08:21:03+05:30,26-05-2024,ce711a57-cfdb-4ea3-b89b-ffddc327c65b,UPI/PAYTM,
DEBIT,UPI,30,1610.31,2024-05-26T09:12:54+05:30,26-05-2024,1d74d62b-640c-4508-a121-c404129cd1d1,UPI/PAYTMtm,
DEBIT,UPI,30,1580.31,2024-05-26T11:02:43+05:30,26-05-2024,efc2151d-f236-440e-b0d7-e90ad7d02463,UPI/PAYTMtm,
DEBIT,UPI,400,1180.31,2024-05-26T16:29:27+05:30,26-05-2024,e1a3d09f-51c5-483e-a0eb-fce9254092a8,UPI/45138,
DEBIT,UPI,10,1170.31,2024-05-26T18:46:48+05:30,26-05-2024,bd3e4c88-bec3-456d-8ddf-e05592d6d5c6,UPI/PAYTMup,
DEBIT,UPI,216,954.31,2024-05-27T03:39:25+05:30,26-05-2024,24893e56-46f8-450a-9561-e2b9fa4ad1aa,UPI/PAYTM101,
DEBIT,UPI,260,694.31,2024-05-27T12:17:55+05:30,27-05-2024,44b65320-b7f8-4ffa-8c8c-68627bc75acb,UPI/GPAY,
DEBIT,UPI,50,644.31,2024-05-27T16:20:10+05:30,27-05-2024,ce15b6ec-346d-484f-a993-259e572d40f7,UPI/PAYTMap,
DEBIT,UPI,20,624.31,2024-05-27T17:26:56+05:30,27-05-2024,a62ff5ed-e775-4c60-a01a-5f29e43b7ac8,UPI/PAYTM101,
DEBIT,UPI,130,494.31,2024-05-27T18:25:59+05:30,27-05-2024,2c3ef021-abc9-4ef8-a1b5-0ae8a6550754,UPI/GPAY,
DEBIT,UPI,175,319.31,2024-05-27T19:53:23+05:30,27-05-2024,f3d07c84-fbd9-4de6-83e6-ffd9151d8e2b,UPI/4514,
CREDIT,OTHERS,210,529.31,2024-05-28T05:41:08+05:30,28-05-2024,cd7df1ef-e2c1-4dae-a663-380b6d4c03fb,NEFT,8646845
DEBIT,UPI,130,399.31,2024-05-28T12:09:13+05:30,28-05-2024,5ea22a5a-f9a5-4586-95a6-3f9e06d2a6f7,UPI/GPAY,
DEBIT,UPI,130,269.31,2024-05-28T20:45:38+05:30,28-05-2024,f19f5691-8cc9-4c3f-90f5-f8a37fbc0da2,UPI/GPAY,
CREDIT,OTHERS,150,419.31,2024-05-29T06:03:44+05:30,29-05-2024,be7137b8-527c-411c-ac0d-2a2d68a737c0,NEFT,8646845
DEBIT,UPI,240.9,178.41,2024-05-29T08:53:10+05:30,29-05-2024,68158208-6c66-4fd7-a492-7dd69e076f99,UPI/GPAYRECHARGE,
DEBIT,UPI,130,48.41,2024-05-29T12:01:51+05:30,29-05-2024,a54acb9b-016e-4474-9e25-1f497f9423d7,UPI/GPAY,
CREDIT,UPI,300,348.41,2024-05-29T17:10:42+05:30,29-05-2024,b1f8b506-a1ec-485f-b6a3-46821bfac6b7,UPI/4150,
DEBIT,UPI,245,103.41,2024-05-29T17:12:19+05:30,29-05-2024,a13ba7fa-3fa2-4607-a064-292aa6b8b67e,UPI/4516,
DEBIT,UPI,80,23.41,2024-05-29T17:57:40+05:30,29-05-2024,c3b42859-ac27-483b-9759-c518aeb1e5ab,UPI/PAYTMap,
CREDIT,OTHERS,938,961.41,2024-05-30T05:07:05+05:30,30-05-2024,2edaf543-5afd-4247-9320-5c213957cd98,NEFT,8646845
DEBIT,UPI,60,901.41,2024-05-30T09:58:24+05:30,30-05-2024,87392ae7-630a-4cee-b8c3-d57f144654c1,UPI/4517,
DEBIT,UPI,130,771.41,2024-05-30T13:30:30+05:30,30-05-2024,dc9a8f29-efdb-434b-a140-6e20f7185aa3,UPI/4517,
DEBIT,UPI,10,761.41,2024-05-30T13:38:20+05:30,30-05-2024,a8722af7-486f-409b-bf44-452b087ecd27,UPI/4517,
CREDIT,NEFT,50000,50000,2024-05-31T09:00:00+05:30,31-05-2024,BONUS-001,Bonus,
