type,mode,amount,currentBalance,transactionTimestamp,valueDate,txnId,narration,reference
DEBIT,CARD,100,2180.8,2023-06-27T09:40:19+05:30,27-06-2023,6e80ee9f-49b5-434f-8ab6-f192a2296e6c,GAS FILLING STATION,
DEBIT,CARD,170,2010.8,2023-06-28T09:51:57+05:30,28-06-2023,a734aa85-4bf8-44c0-b508-305f554dc51e,GAS FILLING STATION,
DEBIT,CARD,500,1510.8,2023-07-26T10:04:00+05:30,26-07-2023,dc44e071-399f-4ec2-b6ec-64f9e8a05a8a,GAS FILLING STATION,
CREDIT,OTHERS,15,1525.8,2023-08-06T11:10:38+05:30,31-07-2023,0adc1ed0-4809-462d-855c-84cda5593c80,5188810,
DEBIT,ATM,1000,525.8,2023-08-07T17:13:13+05:30,07-08-2023,1a018d91-db8a-416d-b49f-d03a84bc5c7b,ATM,
DEBIT,UPI,1,524.8,2023-08-22T08:05:06+05:30,22-08-2023,33bd1687-6ab2-43c5-be5f-d150f412834c,UPI/3234,
CREDIT,UPI,3000,3524.8,2023-08-22T11:49:13+05:30,22-08-2023,b87c4941-ad5b-41b7-9cda-4956a05a042e,UPI/3234,
CREDIT,UPI,300,3824.8,2023-08-22T12:20:04+05:30,22-08-2023,8bba53c3-7a35-40d6-a38c-fc142c432455,UPI/32345,
DEBIT,UPI,1200,2624.8,2023-08-23T08:17:48+05:30,23-08-2023,fd9c35d1-b32c-40f2-9e3e-0ddfe1d24cad,UPI/3235,
CREDIT,UPI,400,3024.8,2023-08-23T10:51:21+05:30,23-08-2023,d2407a2c-15f3-46c2-b658-f9b66de3b6fd,UPI/ent,
CREDIT,UPI,500,3524.8,2023-08-24T11:32:18+05:30,24-08-2023,b347d492-3798-4af9-b684-b136ecc2163e,UPI/3236,
CREDIT,UPI,300,3824.8,2023-08-24T12:31:36+05:30,24-08-2023,2502b83f-52a0-459a-acc2-058856a6025f,UPI/3236,
DEBIT,UPI,140,3684.8,2023-08-24T13:35:21+05:30,24-08-2023,ef7cdb44-66aa-4523-bafb-bc36528ffb08,UPI/3236,
CREDIT,UPI,400,4084.8,2023-08-24T16:52:52+05:30,24-08-2023,cb0dda74-4491-4005-9038-5d4d2d3d8f69,UPI/3236,
CREDIT,UPI,750,4834.8,2023-08-24T18:22:22+05:30,24-08-2023,504ea1a4-880a-4336-be91-722f93d03d76,UPI/3236,
DEBIT,UPI,80,4754.8,2023-08-24T21:43:55+05:30,24-08-2023,72b8aab6-5ec1-4204-9c6c-703251f82cae,UPI/BHARATPE6,
DEBIT,UPI,30,4724.8,2023-08-24T21:48:01+05:30,24-08-2023,ecc76954-7c8f-4fc0-9e51-6fa35a1b4cac,UPI/3236,
DEBIT,UPI,2480,2244.8,2023-08-25T10:24:38+05:30,25-08-2023,d26c20ba-4ed1-4ea0-81b0-d864d6905ce6,UPI/3237,
DEBIT,UPI,1450,794.8,2023-08-25T10:39:35+05:30,25-08-2023,4d14d160-484b-4f1d-822a-106f7e4d6cd0,UPI/32372,
DEBIT,UPI,120,674.8,2023-08-25T12:03:11+05:30,25-08-2023,2395c8a5-2d7b-45ff-8279-07160dc2b24f,UPI/BHARATPE,
CREDIT,UPI,480,1154.8,2023-08-25T16:03:16+05:30,25-08-2023,60867cfd-705b-44ba-9183-9fd57069d79b,UPI/36035,
CREDIT,OTHERS,1,1155.8,2023-08-25T16:04:31+05:30,25-08-2023,9760f363-bad8-44f4-99cb-8d9c97dccc4c,IMPS,
DEBIT,UPI,1,1154.8,2023-08-25T16:15:02+05:30,25-08-2023,b128ae36-e103-40fb-b402-dda22c0540a0,UPI/PAYTM,
DEBIT,UPI,1,1153.8,2023-08-25T16:19:10+05:30,25-08-2023,b224b31a-93e8-4726-9853-e355c677a612,UPI/32375,
CREDIT,UPI,21,1174.8,2023-08-25T16:19:20+05:30,25-08-2023,24f677df-0d22-4ee9-a72e-228f9898062b,UPI/32378/goog-payment,
CREDIT,OTHERS,1,1175.8,2023-08-25T16:41:37+05:30,25-08-2023,a25eeba0-6e08-45cb-9eb3-5583b6f9ec58,NEFT,9200200
DEBIT,UPI,1000,175.8,2023-08-25T16:56:59+05:30,25-08-2023,71bdd916-a4ad-4d30-9a0f-796611e2724f,UPI/3237,
DEBIT,UPI,30,145.8,2023-08-25T18:23:59+05:30,25-08-2023,f36f9696-82f7-47b1-9290-75cd13d701ac,UPI/3603,
CREDIT,OTHERS,51,196.8,2023-08-25T18:37:02+05:30,25-08-2023,c2ca6026-dd22-490f-8e8e-6bb1d033ec58,IMPS,
DEBIT,UPI,1,195.8,2023-08-26T15:06:16+05:30,26-08-2023,dec347ca-1df8-4834-bf12-a7ec81d4faeb,UPI/BHARATPE,
CREDIT,UPI,500,695.8,2023-08-26T19:25:59+05:30,26-08-2023,676db4e7-86c0-42e5-87f7-991d729ebd66,UPI/3238,
CREDIT,UPI,500,1195.8,2023-08-26T19:42:29+05:30,26-08-2023,ce354233-4a2f-499b-86f4-cc9ad4c0ccb7,UPI/32382,
CREDIT,UPI,700,1895.8,2023-08-26T20:36:16+05:30,26-08-2023,e47c0f6b-669c-4846-a4e1-a9c1abb74a49,UPI/32384,
DEBIT,UPI,60,1835.8,2023-08-26T21:29:53+05:30,26-08-2023,9da292b1-e6ff-4aec-ba17-1e9596be288d,UPI/BHARATPE,
DEBIT,UPI,20,1815.8,2023-08-26T21:31:20+05:30,26-08-2023,622a4877-d66b-4659-95f2-c834bc437044,UPI/BHARATPE,
DEBIT,UPI,1,1814.8,2023-08-27T12:18:39+05:30,27-08-2023,7c0b0fd3-5719-4c8f-be35-9a1eb624c282,UPI/32394,
DEBIT,UPI,1499,315.8,2023-08-27T12:19:54+05:30,27-08-2023,016a5f57-2be1-4c57-a806-9076e198a71f,UPI/3239,
CREDIT,UPI,240,555.8,2023-08-27T19:29:38+05:30,27-08-2023,345f0d46-25ad-497a-85d7-9047543df60e,UPI/32390/,
CREDIT,OTHERS,850,1405.8,2023-08-28T20:27:41+05:30,28-08-2023,e1f0ba13-39fa-4fa9-bcb1-47aab5a5e746,IMPS,
DEBIT,UPI,10,1395.8,2023-08-28T22:12:24+05:30,28-08-2023,6de89130-04ff-44c2-8801-88fca93609a9,AMZN,
DEBIT,UPI,1200,195.8,2023-08-29T11:49:00+05:30,29-08-2023,febe3439-44d2-4ab8-a972-cdb1f72e43aa,UPI/3241,
CREDIT,OTHERS,600,795.8,2023-08-29T20:02:21+05:30,29-08-2023,d2987357-92f2-4c9e-99a6-7692e931be22,IMPS,
DEBIT,UPI,100,695.8,2023-08-29T20:16:40+05:30,29-08-2023,c2aa2280-77b1-4f14-a157-de477ec6b924,UPI/3241,
DEBIT,UPI,15,680.8,2023-08-30T04:20:30+05:30,30-08-2023,ad797524-235c-4edb-b939-47647c17558c,UPI/JIOINAPPDIRECT/,
CREDIT,OTHERS,600,1280.8,2023-08-30T16:19:31+05:30,30-08-2023,0494c9e3-ee71-4d31-b923-e723a1df44c3,IMPS,
CREDIT,OTHERS,170,1450.8,2023-08-30T20:28:31+05:30,30-08-2023,3fd5bdaf-a0ec-4108-8f31-b39d54ba740d,IMPS,
CREDIT,OTHERS,350,1800.8,2023-08-31T06:44:24+05:30,31-08-2023,6ad58ee6-705a-4a71-8e43-c7ed1e88088f,NEFT,922020
CREDIT,OTHERS,750,2550.8,2023-08-31T13:42:41+05:30,31-08-2023,c722d3c1-53df-4e6d-bc90-f14dbb97376b,IMPS,
CREDIT,UPI,1200,3750.8,2023-08-31T16:09:10+05:30,31-08-2023,c75c6d29-5934-42c3-bbda-dfc773f0100a,UPI/PAYTMNA,
DEBIT,UPI,200,3550.8,2023-08-31T17:42:03+05:30,31-08-2023,794a682b-5b7a-4444-bd6a-5a3db9f9f1a3,UPI/3609,
DEBIT,UPI,50,3500.8,2023-08-31T17:46:36+05:30,31-08-2023,7a6487f4-2008-4358-a761-2bd30994ae38,UPI/3609,
DEBIT,UPI,3500,0.8,2023-09-01T10:42:42+05:30,01-09-2023,7a9c2faa-5032-42bb-9987-38cf36e1335b,UPI/32445,
CREDIT,UPI,34,34.8,2023-09-03T18:19:09+05:30,03-09-2023,5ccc1be2-fbfb-4f60-9a87-17ee0b25c621,UPI/3612,
CREDIT,UPI,460,494.8,2023-09-04T12:10:17+05:30,04-09-2023,8a98421e-6026-4147-a99b-1335649ebb75,UPI/32479,
DEBIT,UPI,200,294.8,2023-09-04T18:21:45+05:30,04-09-2023,b0bfec92-0fee-4c83-aa63-ec56255fa8ca,UPI/3613,
CREDIT,OTHERS,850,1144.8,2023-09-04T19:40:41+05:30,04-09-2023,7aab002f-a9d3-4600-840b-78a381e69fdd,IMPS,
CREDIT,UPI,200,1344.8,2023-09-05T16:30:08+05:30,05-09-2023,e6e88a6e-1bbf-4d10-8efc-7c38d81db891,UPI/3248,
CREDIT,OTHERS,1100,2444.8,2023-09-05T16:38:31+05:30,05-09-2023,8efc053e-df71-45cc-a9ce-0cea8d9d166e,IMPS,
DEBIT,UPI,10,2434.8,2023-09-06T10:13:26+05:30,06-09-2023,26212eac-72f0-4da8-943d-9e94599b1168,UPI/PAYTMPa,
DEBIT,UPI,15,2419.8,2023-09-06T17:22:50+05:30,06-09-2023,43423182-430e-4210-bf86-1093bde2c9a4,UPI/JIOINAPPDIRECT/,
DEBIT,UPI,220,2199.8,2023-09-08T19:37:29+05:30,08-09-2023,e12cba6a-8238-4de8-af95-0afacd47ef30,UPI/BHARATPE,
DEBIT,UPI,500,1699.8,2023-09-08T19:39:31+05:30,08-09-2023,2d629427-5abd-4cfa-9729-ec2f575c9c3f,UPI/BHARATPE,
CREDIT,OTHERS,850,2549.8,2023-09-08T20:21:01+05:30,08-09-2023,976f05f5-b0b1-4525-a5bd-c57fd63b6302,IMPS,
CREDIT,OTHERS,350,2899.8,2023-09-09T06:16:55+05:30,09-09-2023,5792cc25-83fd-4513-a760-9d0e0be64897,NEFT,922020
DEBIT,UPI,1,2898.8,2023-09-09T17:56:13+05:30,09-09-2023,aa9e7078-1396-4bc4-b021-2801520dd0ae,UPI/3252,
DEBIT,UPI,499,2399.8,2023-09-09T17:56:53+05:30,09-09-2023,2256bb31-80eb-40ef-a8b3-b614aeef95ae,UPI/3618,
CREDIT,OTHERS,200,2599.8,2023-09-09T20:03:32+05:30,09-09-2023,9133c24e-a12b-453c-b398-890e035a50b6,IMPS,
DEBIT,UPI,10,2589.8,2023-09-11T21:53:54+05:30,11-09-2023,320083ed-ac9d-445f-95ab-665823b66121,UPI/3620,
CREDIT,OTHERS,180,2769.8,2023-09-12T07:07:06+05:30,12-09-2023,b03f18f8-dbdb-4a9e-9999-f615aaa23a4b,NEFT,922020
DEBIT,CARD,60,2709.8,2023-09-12T09:55:34+05:30,12-09-2023,31a91be1-0573-4fbe-b399-7ae1d0e177da,GAS FILLING STATION,
DEBIT,UPI,10,2699.8,2023-09-12T10:00:48+05:30,12-09-2023,c60fc4d6-f73d-4855-a843-69156836af12,UPI/36211,
DEBIT,UPI,20,2679.8,2023-09-12T10:11:04+05:30,12-09-2023,8d3e0628-618e-499c-8c59-616a95f426d1,UPI/PAYTM,
CREDIT,OTHERS,350,3029.8,2023-09-13T06:36:06+05:30,13-09-2023,eab45d40-7e21-4933-b007-9170e9e35109,NEFT,9220200
DEBIT,UPI,3000,29.8,2023-09-13T10:19:32+05:30,13-09-2023,90d21217-2010-422c-80fc-2806ea02407b,UPI/36222,
CREDIT,OTHERS,400,429.8,2023-09-13T19:25:01+05:30,13-09-2023,75571385-d68d-4bc4-aae6-3a2e4d84d1e5,IMPS,
DEBIT,UPI,140,289.8,2023-09-14T10:18:25+05:30,14-09-2023,01e0f3d1-366b-4344-bf11-f37c0cae061b,UPI/32578,
DEBIT,UPI,120,169.8,2023-09-14T10:24:31+05:30,14-09-2023,3f7d6337-5760-42e8-9650-82b7e4e6f25b,UPI/32571,
CREDIT,OTHERS,670,839.8,2023-09-14T19:29:31+05:30,14-09-2023,7fa3f516-0a76-4a58-b66a-6e1297567084,IMPS,
CREDIT,OTHERS,5500,6339.8,2023-09-14T21:14:51+05:30,14-09-2023,9e361023-1600-47b8-929b-fd49f7d7bf22,IMPS,
DEBIT,UPI,50,6289.8,2023-09-14T21:54:45+05:30,14-09-2023,c61166ba-7899-4754-b839-36bbcf99df14,UPI/32576,
CREDIT,OTHERS,580,6869.8,2023-09-15T19:33:11+05:30,15-09-2023,9348033e-2c15-48d5-9d47-1e15b83a512a,IMPS,
DEBIT,UPI,40,6829.8,2023-09-15T21:46:32+05:30,15-09-2023,226c7c1a-4046-463e-92ea-6f6c8b600273,UPI/32581,
CREDIT,OTHERS,400,7229.8,2023-09-15T23:26:41+05:30,15-09-2023,f8e21723-b480-4813-a062-12bd1ddf6c9d,IMPS,
DEBIT,UPI,120,7109.8,2023-09-16T11:41:10+05:30,16-09-2023,1b3eda6c-a8f4-485a-8824-76b4eda8bf75,UPI/BHARATPE,
DEBIT,UPI,110,6999.8,2023-09-16T20:16:42+05:30,16-09-2023,6288f745-bfc9-49c9-9144-8f763cbc7303,UPI/36250,
CREDIT,UPI,50,7049.8,2023-09-17T20:17:51+05:30,17-09-2023,228d0c69-549c-4b66-bda9-26a88fa16cdb,UPI/3626,
DEBIT,UPI,19,7030.8,2023-09-17T20:34:56+05:30,17-09-2023,6cf8961e-f2dc-471d-8c7f-a12d443be002,UPI/JIOINAPPDIRECT,
DEBIT,UPI,10,7020.8,2023-09-17T21:39:34+05:30,17-09-2023,80da729f-1f76-41be-a745-097cac244ef9,UPI/PAYTM101,
DEBIT,UPI,241,6779.8,2023-09-18T22:24:38+05:30,18-09-2023,ca275aff-4c7c-415b-9f18-962dc7a2df69,UPI/JIOINAPPDIRECT,
CREDIT,OTHERS,450,7229.8,2023-09-18T22:27:51+05:30,18-09-2023,e6f497b6-446b-4f2b-8163-987ef32aae05,IMPS,
DEBIT,UPI,60,7169.8,2023-09-20T04:51:17+05:30,20-09-2023,156b0720-ad19-4d54-a8da-446c44c447df,UPI/36298/,
DEBIT,UPI,19,7150.8,2023-09-20T08:43:42+05:30,20-09-2023,4ac8f887-a601-4f56-be2b-5cc1ca6c6965,UPI/JIOINAPPDIRECT,
DEBIT,UPI,50,7100.8,2023-09-20T22:19:24+05:30,20-09-2023,de00042e-b507-489e-8862-6efbf98e619c,UPI/BHARATPE6,
CREDIT,OTHERS,1550,8650.8,2023-09-21T06:38:19+05:30,21-09-2023,8da5dea7-f101-4ad0-b139-414837511c68,NEFT,92202
DEBIT,UPI,3500,5150.8,2023-09-21T13:05:06+05:30,21-09-2023,dedecd53-f40c-4124-901b-0b400fc9758f,UPI/3630,
CREDIT,UPI,1,5151.8,2023-09-21T18:29:38+05:30,21-09-2023,97619cf6-f40f-4c05-9766-48c2a2860ee4,UPI/3264,
CREDIT,UPI,2500,7651.8,2023-09-21T19:28:25+05:30,21-09-2023,6d0349bd-1c9d-4717-9fe6-db9372baa936,UPI/3264,
DEBIT,UPI,50,7601.8,2023-09-22T09:57:07+05:30,22-09-2023,b6ff1b3f-979c-4fdd-8f5a-bbb1df4be12d,UPI/32655,
DEBIT,UPI,1530,6071.8,2023-09-22T10:24:00+05:30,22-09-2023,f51d2d6c-6fd9-4e14-b0e3-b73a0bbcb5cd,UPI/36311,
DEBIT,UPI,2940,3131.8,2023-09-22T10:44:30+05:30,22-09-2023,3df016c3-4a26-4786-94de-8eb634982994,UPI/32659,
DEBIT,UPI,500,2631.8,2023-09-22T18:56:41+05:30,22-09-2023,5230c540-d846-4481-af4b-259a9b4d26af,UPI/32654,
DEBIT,UPI,400,2231.8,2023-09-22T18:57:16+05:30,22-09-2023,ee1b82e0-c0ef-4b0b-8890-2c9a0e5f72e9,UPI/BHARATPE,
DEBIT,UPI,140,2091.8,2023-09-22T21:52:38+05:30,22-09-2023,8eaa3e76-c910-47ef-9378-46e8ef464a35,UPI/PAYTM,
DEBIT,UPI,40,2051.8,2023-09-22T22:02:12+05:30,22-09-2023,2e857865-defd-4882-9637-148669d40b3e,UPI/36318,
CREDIT,OTHERS,1280,3331.8,2023-09-23T08:15:20+05:30,23-09-2023,3ee3466b-ac57-4f9f-956b-a35f5d55e4b4,NEFT,92202
DEBIT,UPI,20,3311.8,2023-09-23T10:35:48+05:30,23-09-2023,71348f87-281d-4dac-815e-7c749f39106b,UPI/GPAY,
DEBIT,UPI,40,3271.8,2023-09-23T22:31:02+05:30,23-09-2023,0f13a626-bb42-4663-9043-403951ed5cbb,UPI/PAYTM101,
DEBIT,UPI,17,3254.8,2023-09-23T22:48:48+05:30,23-09-2023,74c43a11-f14e-4c0b-9a12-6ff003603c9d,UPI/BHARATPE,
DEBIT,UPI,50,3204.8,2023-09-23T23:02:35+05:30,23-09-2023,3260756f-954a-47b3-b46f-2c338f7f8b0a,UPI/GPAY,
DEBIT,UPI,110,3094.8,2023-09-24T22:29:28+05:30,24-09-2023,7d0dd7c6-8a00-4436-9823-009cd57b4d0e,UPI/PAYTM101,
CREDIT,OTHERS,1100,4194.8,2023-09-25T04:18:32+05:30,25-09-2023,802bb8ed-6cbd-4e2e-be90-09aef4da6794,NEFT,92202
CREDIT,UPI,20,4214.8,2023-09-25T17:41:50+05:30,25-09-2023,9125f055-f355-4d8d-9ac6-d9bb065ee25a,UPI/3268,
DEBIT,UPI,20,4194.8,2023-09-25T20:14:00+05:30,25-09-2023,90c6e54f-6249-426a-9423-598892687d55,UPI/PAYTMep,
DEBIT,UPI,40,4154.8,2023-09-25T21:30:49+05:30,25-09-2023,f26df49f-0847-4da1-a06a-1f52e3b4fa9b,UPI/36341,
DEBIT,UPI,1,4153.8,2023-09-26T10:00:52+05:30,26-09-2023,8339b673-56e9-4517-aaf7-804da58d7ec4,UPI/32691,
DEBIT,UPI,3000,1153.8,2023-09-26T10:01:36+05:30,26-09-2023,6834106a-a1db-421a-a030-05b47ec0b49e,UPI/36352,
DEBIT,UPI,1000,153.8,2023-09-26T10:03:39+05:30,26-09-2023,e4c9bdfc-0a18-4bc2-887b-f5d6449b7884,UPI/36351,
CREDIT,UPI,400,553.8,2023-09-26T14:00:53+05:30,26-09-2023,380b58dc-3d3c-45b9-8acd-2b6f6822a954,UPI/32695,
DEBIT,UPI,30,523.8,2023-09-27T10:08:11+05:30,27-09-2023,9209e2ff-aabe-4148-82c9-3cfbb07572a5,UPI/PAYTM,
CREDIT,UPI,200,723.8,2023-09-27T12:06:05+05:30,27-09-2023,c843b30d-cb22-42e1-8c58-05d59e9b6410,UPI/3270,
DEBIT,UPI,200,523.8,2023-09-27T12:06:19+05:30,27-09-2023,a7d31245-0cc9-446f-875f-efbed9a75bb1,UPI/32709,
DEBIT,UPI,200,323.8,2023-09-27T12:09:21+05:30,27-09-2023,bbf7e57c-5c39-4c78-8faf-7a77a79fbebc,UPI/32706,
CREDIT,OTHERS,400,723.8,2023-09-27T13:34:24+05:30,27-09-2023,a5f0be0a-122f-4b43-8333-14233b1d8c42,NEFT,922020
DEBIT,UPI,100,623.8,2023-09-27T20:11:21+05:30,27-09-2023,756010f4-f8f3-4c81-81b9-62c25e8609e0,UPI/36367,
CREDIT,OTHERS,1450,2073.8,2023-09-28T08:00:14+05:30,28-09-2023,b2ba5a7b-b5da-4563-831e-5cf406d85c8c,NEFT,8646845
DEBIT,UPI,1280,793.8,2023-09-28T12:13:59+05:30,28-09-2023,4b0f59fa-655b-4e30-9b83-f9514cf9b240,UPI/32712,
DEBIT,UPI,10,783.8,2023-09-28T21:21:56+05:30,28-09-2023,3a4ff688-bef4-4aaf-8f45-61d0168ffc75,UPI/36370,
CREDIT,OTHERS,600,1383.8,2023-09-29T06:42:54+05:30,29-09-2023,d8b45c85-45b2-4b13-9879-66a00fa7af65,NEFT,8646845
DEBIT,UPI,500,883.8,2023-09-29T20:23:42+05:30,29-09-2023,fa919e43-a6a1-4c55-9985-6f8b97d681eb,UPI/36381,
CREDIT,OTHERS,480,1363.8,2023-09-30T06:09:28+05:30,30-09-2023,a100ec2b-95e6-40f8-a021-20b36afe2715,NEFT,8646845
DEBIT,UPI,150,1213.8,2023-09-30T21:19:06+05:30,30-09-2023,c9f6c8e9-e5b1-49e7-8f8b-442ebca30aaf,UPI/PAYTM,
DEBIT,UPI,35,1178.8,2023-09-30T21:39:14+05:30,30-09-2023,623990ca-7390-404b-82fa-5f10316863d2,UPI/PAYTMap,
DEBIT,UPI,130,1048.8,2023-09-30T21:43:00+05:30,30-09-2023,f8c83f63-6b3c-48b7-907e-1c7569881a5a,UPI/32738,
DEBIT,UPI,50,998.8,2023-09-30T22:29:23+05:30,30-09-2023,3e3f3ee0-8eaf-456e-a475-f4aff84fd8a7,UPI/BHARATPE,
DEBIT,UPI,10,988.8,2023-09-30T22:33:15+05:30,30-09-2023,9b3a0f22-6e89-4356-a5c5-f173fe76ff23,AMZN,
CREDIT,OTHERS,700,1688.8,2023-10-01T10:23:16+05:30,01-10-2023,248af984-503d-4ca8-bd8f-00ba044859e7,NEFT,8646845
CREDIT,OTHERS,4550,6238.8,2023-10-01T19:02:22+05:30,01-10-2023,ace38436-f415-45f8-bb95-3679ff3e0d43,IMPS,
DEBIT,UPI,1,6237.8,2023-10-01T19:49:12+05:30,01-10-2023,f820697b-3dd8-4e9b-88ed-27639dd662c3,UPI/36406,
DEBIT,UPI,4000,2237.8,2023-10-01T19:51:09+05:30,01-10-2023,ddcc8fa1-81c0-4d4b-8f71-180352bf97aa,UPI/36408,
DEBIT,UPI,540,1697.8,2023-10-01T20:16:47+05:30,01-10-2023,e3d156cc-dfbf-471b-b50c-75477e85847b,UPI/BHARATPE,
DEBIT,UPI,50,1647.8,2023-10-01T22:29:54+05:30,01-10-2023,edf8c5a8-b2d0-442d-bc16-8d739075ddaf,UPI/BHARATPE,
CREDIT,OTHERS,540,2187.8,2023-10-02T02:55:44+05:30,01-10-2023,7b4353e3-877e-4ae0-8437-22bb587225b4,IMPS,
DEBIT,UPI,370,1817.8,2023-10-02T17:03:10+05:30,02-10-2023,5f109549-800e-46e7-9455-e0a9b4865360,UPI/PAYTM9p,
DEBIT,UPI,19,1798.8,2023-10-03T00:38:08+05:30,03-10-2023,31668b32-0d2d-4dea-aa92-6b8c31ee848e,UPI/JIOINAPPDIRECT,
CREDIT,OTHERS,600,2398.8,2023-10-03T03:56:11+05:30,03-10-2023,3108c01e-39f6-4c2f-a283-86db7439f95c,NEFT,8646845
DEBIT,UPI,10,2388.8,2023-10-03T20:25:12+05:30,03-10-2023,0fce7629-1e60-4e18-a1b7-a8ca75f7f2f4,UPI/36421,
CREDIT,OTHERS,250,2638.8,2023-10-04T08:40:35+05:30,04-10-2023,76615252-dfaf-4102-8f5d-75bc54d8387b,NEFT,8646845
DEBIT,UPI,40,2598.8,2023-10-04T09:53:09+05:30,04-10-2023,51dcb4d5-7bad-400c-8a1b-8e6b8a8f24af,UPI/32770,
DEBIT,UPI,10,2588.8,2023-10-04T09:59:59+05:30,04-10-2023,c22fc6ad-c242-4538-91f2-53ca13770c6e,UPI/32775,
DEBIT,UPI,30,2558.8,2023-10-04T21:14:16+05:30,04-10-2023,9c02e93a-0999-41cc-95e4-279994bb3364,UPI/36435,
CREDIT,OTHERS,400,2958.8,2023-10-05T07:29:40+05:30,05-10-2023,033d5608-e2b1-4858-b98b-99f3f9cf83d6,NEFT,8646845
CREDIT,UPI,200,3158.8,2023-10-05T18:48:46+05:30,05-10-2023,8d61b7b8-6b32-47b2-ada2-1636ab6b0f56,UPI/32789,
DEBIT,UPI,30,3128.8,2023-10-05T19:56:08+05:30,05-10-2023,6b92418c-590d-42fd-abc0-fb5156683c35,UPI/32783,
DEBIT,UPI,160,2968.8,2023-10-05T20:26:51+05:30,05-10-2023,d3bc1598-5ded-4832-a6f9-069e5c28d7ac,UPI/32784,
DEBIT,UPI,226,2742.8,2023-10-06T13:24:14+05:30,06-10-2023,8e96f9b1-5fc7-489f-9566-35ac1f240252,UPI/32795,
DEBIT,UPI,320,2422.8,2023-10-06T14:14:20+05:30,06-10-2023,177a6ed6-5383-405b-b331-955da39f85c6,UPI/BHARATPE,
DEBIT,UPI,10,2412.8,2023-10-06T16:20:57+05:30,06-10-2023,39cad768-4f42-4879-9fa4-12f7d5f75fea,UPI/36454,
CREDIT,UPI,700,3112.8,2023-10-06T18:09:14+05:30,06-10-2023,8af09e5a-a98a-4a0a-9648-64d457d85070,UPI/3645,
DEBIT,UPI,220,2892.8,2023-10-06T21:27:38+05:30,06-10-2023,979fab68-939e-4b78-8f89-09c0dbb46472,UPI/BHARATPE,
CREDIT,UPI,220,3112.8,2023-10-06T21:30:07+05:30,06-10-2023,e30a976a-ef08-44a4-88c2-9105178a4999,UPI/3279,
DEBIT,UPI,30,3082.8,2023-10-06T21:32:04+05:30,06-10-2023,9f694e56-84bb-4322-86d1-048ed5d7b7b0,UPI/36458,
CREDIT,OTHERS,2330,5412.8,2023-10-07T09:01:11+05:30,07-10-2023,d59218dd-56a8-4c04-b1b4-ac13349f5d81,NEFT,8646845
DEBIT,UPI,19,5393.8,2023-10-07T15:57:03+05:30,07-10-2023,0cc87859-f3c0-4c5c-b51a-bfdd20a1433b,UPI/GPAYBILLREACHARGE,
DEBIT,UPI,2000,3393.8,2023-10-07T18:44:21+05:30,07-10-2023,d8aaf10a-4bd0-4389-812e-1b1588d811a4,UPI/BHARATPE,
DEBIT,UPI,20,3373.8,2023-10-07T21:17:18+05:30,07-10-2023,50052b56-dc7d-48e4-a9c6-3875ab1497d0,UPI/36462,
DEBIT,UPI,330,3043.8,2023-10-07T21:32:00+05:30,07-10-2023,1bd129a3-31f0-4a9c-b646-532f3decb10a,UPI/32802,
CREDIT,UPI,1900,4943.8,2023-10-08T20:10:05+05:30,08-10-2023,1ae3ff28-9cdb-461b-921e-5137cbb992b8,UPI/3647,
DEBIT,UPI,100,4843.8,2023-10-08T22:26:18+05:30,08-10-2023,7c549684-4fc8-4b23-a781-d8f878d8ce29,UPI/BHARATPE,
CREDIT,OTHERS,100,4943.8,2023-10-09T05:24:05+05:30,09-10-2023,c59fa33b-8458-44ce-be05-d5944e2325c6,NEFT,8646845
DEBIT,UPI,2000,2943.8,2023-10-09T11:24:18+05:30,09-10-2023,b7b95690-4180-4dcc-90ae-b34aad750bbc,UPI/36486,
DEBIT,UPI,50,2893.8,2023-10-09T14:39:20+05:30,09-10-2023,74d0b7b2-cd18-4910-bcff-e515a3c704f5,UPI/BHARATPE4,
CREDIT,UPI,100,2993.8,2023-10-09T20:02:16+05:30,09-10-2023,bb88f510-b541-44e1-87a4-069ea4c9f816,UPI/3648,
DEBIT,UPI,110,2883.8,2023-10-09T22:31:10+05:30,09-10-2023,601ec0cd-17de-4fe2-906c-9ec67ac87798,UPI/BHARATPE,
CREDIT,OTHERS,100,2983.8,2023-10-10T06:44:35+05:30,10-10-2023,f24446ac-dee7-4127-987f-14d106066704,NEFT,8646845
DEBIT,UPI,20,2963.8,2023-10-10T16:09:40+05:30,10-10-2023,c96959bd-3737-4608-874d-112b99790eb0,UPI/BHARATPE,
DEBIT,UPI,5,2958.8,2023-10-10T19:19:48+05:30,10-10-2023,d5bdd359-5af3-40e1-a991-3e9346cdd63e,UPI/36499,
DEBIT,UPI,310,2648.8,2023-10-10T20:31:14+05:30,10-10-2023,6d174e80-c032-4336-9133-dc7ac9817170,UPI/PAYTM,
DEBIT,UPI,500,2148.8,2023-10-11T06:06:22+05:30,11-10-2023,6d30b4ce-41a8-490f-90df-6ecb91f6b32a,UPI/32841,
CREDIT,OTHERS,250,2398.8,2023-10-11T06:09:47+05:30,11-10-2023,8078fdd5-2c46-4cae-8ee1-d51aa7f1e5f8,NEFT,8646845
DEBIT,UPI,100,2298.8,2023-10-11T18:47:34+05:30,11-10-2023,2744f39f-7233-45ba-bcee-cc1da7ba8fe1,UPI/3650,
